permno,ticker,date,price,ret,market_cap,eps,eps_date,eps_announced,trailing_pe,expected_eps,median_eps,num_analysts,forecast_date,forward_pe
15579,TXN,2018-06-29,110.25,-0.014833,107423851.5,4.36,2017-12-31,2018-01-23,25.28669724770642,5.46,5.43,30.0,2018-06-14,20.192307692307693
15579,TXN,2018-07-31,111.32,0.015329,108224747.39999999,4.36,2017-12-31,2018-01-23,25.532110091743117,5.51,5.46,30.0,2018-07-19,20.2032667876588
15579,TXN,2018-08-31,112.4,0.009702,109274718.0,4.36,2017-12-31,2018-01-23,25.779816513761467,5.67,5.65,31.0,2018-08-16,19.82363315696649
15579,TXN,2018-09-28,107.29,-0.045463,103520151.27000001,4.36,2017-12-31,2018-01-23,24.607798165137613,5.66,5.65,30.0,2018-09-20,18.95583038869258
15579,TXN,2018-10-31,92.83,-0.127598,89167206.69,4.36,2017-12-31,2018-01-23,21.291284403669724,5.66,5.65,31.0,2018-10-18,16.401060070671377
15579,TXN,2018-11-30,99.85,0.075622,95910218.55,4.36,2017-12-31,2018-01-23,22.901376146788987,5.57,5.57,31.0,2018-11-15,17.926391382405743
15579,TXN,2018-12-31,94.5,-0.05358,90771313.5,4.36,2017-12-31,2018-01-23,21.674311926605505,5.57,5.57,32.0,2018-12-20,16.96588868940754
15579,TXN,2019-01-31,100.68,0.073545,96707469.24000001,5.59,2018-12-31,2019-01-23,18.010733452593918,5.57,5.57,31.0,2019-01-17,18.0754039497307
15579,TXN,2019-02-28,105.78,0.050656,99287012.04,5.59,2018-12-31,2019-01-23,18.923076923076923,5.15,5.16,29.0,2019-02-14,20.539805825242716
15579,TXN,2019-03-29,106.07,0.002742,99578409.92999999,5.59,2018-12-31,2019-01-23,18.97495527728086,5.14,5.16,29.0,2019-03-14,20.636186770428015
15579,TXN,2019-04-30,117.83,0.11087,110548812.98,5.59,2018-12-31,2019-01-23,21.07871198568873,5.13,5.13,29.0,2019-04-18,22.968810916179336
15579,TXN,2019-05-31,104.31,-0.108207,97864267.86,5.59,2018-12-31,2019-01-23,18.66010733452594,5.19,5.19,31.0,2019-05-16,20.098265895953755
15579,TXN,2019-06-28,114.76,0.100182,107250679.4,5.59,2018-12-31,2019-01-23,20.529516994633276,5.16,5.12,31.0,2019-06-20,22.24031007751938
15579,TXN,2019-07-31,125.01,0.096027,116711836.2,5.59,2018-12-31,2019-01-23,22.36314847942755,5.16,5.14,32.0,2019-07-18,24.226744186046513
15579,TXN,2019-08-30,123.75,-0.010079,115535475.0,5.59,2018-12-31,2019-01-23,22.137745974955276,5.32,5.33,32.0,2019-08-15,23.26127819548872
15579,TXN,2019-09-30,129.24001,0.044364,120862414.07178001,5.59,2018-12-31,2019-01-23,23.119858676207517,5.32,5.33,31.0,2019-09-19,24.293234962406014
15579,TXN,2019-10-31,117.99,-0.080084,110294102.25,5.59,2018-12-31,2019-01-23,21.107334525939176,5.31,5.32,31.0,2019-10-17,22.220338983050848
15579,TXN,2019-11-29,120.21,0.018815,112369302.75,5.59,2018-12-31,2019-01-23,21.504472271914132,5.13,5.12,31.0,2019-11-14,23.432748538011694
15579,TXN,2019-12-31,128.28999,0.067216,119570375.95967999,5.59,2018-12-31,2019-01-23,22.94990876565295,5.13,5.12,31.0,2019-12-19,25.007795321637424
15579,TXN,2020-01-31,120.65,-0.052537,112449660.80000001,5.24,2019-12-31,2020-01-22,23.024809160305345,5.13,5.12,31.0,2020-01-16,23.51851851851852
15579,TXN,2020-02-28,114.14,-0.053958,106570805.9,5.24,2019-12-31,2020-01-22,21.7824427480916,5.13,5.11,31.0,2020-02-20,22.249512670565302
15579,TXN,2020-03-31,99.93,-0.124496,92083596.33000001,5.24,2019-12-31,2020-01-22,19.070610687022903,4.97,5.07,31.0,2020-03-19,20.10663983903421
15579,TXN,2020-04-30,116.07,0.161513,106525912.11,5.24,2019-12-31,2020-01-22,22.150763358778622,4.53,4.53,32.0,2020-04-16,25.622516556291387
15579,TXN,2020-05-29,118.74,0.030757,108976366.02,5.24,2019-12-31,2020-01-22,22.66030534351145,4.02,3.98,33.0,2020-05-14,29.537313432835823
15579,TXN,2020-06-30,126.97,0.069311,116252589.27,5.24,2019-12-31,2020-01-22,24.23091603053435,4.05,3.98,33.0,2020-06-18,31.35061728395062
15579,TXN,2020-07-31,127.55,0.011656,116828657.2,5.24,2019-12-31,2020-01-22,24.34160305343511,4.1,4.07,32.0,2020-07-16,31.10975609756098
15579,TXN,2020-08-31,142.14999,0.114465,130201430.44056,5.24,2019-12-31,2020-01-22,27.1278606870229,5.17,5.16,29.0,2020-08-20,27.495162475822053
15579,TXN,2020-09-30,142.78999,0.004502,131029949.21359,5.24,2019-12-31,2020-01-22,27.24999809160305,5.17,5.17,30.0,2020-09-17,27.618953578336555
15579,TXN,2020-10-30,144.59,0.019749,132725233.78,5.24,2019-12-31,2020-01-22,27.59351145038168,5.19,5.17,30.0,2020-10-15,27.859344894026975
15579,TXN,2020-11-30,161.25,0.115222,148018147.5,5.24,2019-12-31,2020-01-22,30.772900763358777,5.49,5.48,29.0,2020-11-19,29.37158469945355
15579,TXN,2020-12-31,164.13,0.017861,150893572.01999998,5.24,2019-12-31,2020-01-22,31.322519083969464,5.49,5.48,29.0,2020-12-17,29.896174863387976
15579,TXN,2021-01-29,165.69,0.015719,152474399.91,5.81,2020-12-31,2021-01-26,28.518072289156628,5.5,5.49,29.0,2021-01-14,30.125454545454545
15579,TXN,2021-02-26,172.27,0.039713,159006588.16,5.81,2020-12-31,2021-01-26,29.65060240963856,6.66,6.65,30.0,2021-02-18,25.866366366366368
15579,TXN,2021-03-31,188.99001,0.097057,174483703.80243,5.81,2020-12-31,2021-01-26,32.52840103270224,6.66,6.65,30.0,2021-03-18,28.37687837837838
15579,TXN,2021-04-30,180.50999,-0.039473,166705308.00476,5.81,2020-12-31,2021-01-26,31.068845094664372,6.7,6.67,30.0,2021-04-15,26.941789552238802
15579,TXN,2021-05-28,189.82001,0.051576,175303334.91524,5.81,2020-12-31,2021-01-26,32.67125817555938,7.42,7.42,31.0,2021-05-20,25.582211590296495
15579,TXN,2021-06-30,192.3,0.013065,177509630.10000002,5.81,2020-12-31,2021-01-26,33.09810671256455,7.42,7.45,32.0,2021-06-17,25.91644204851752
15579,TXN,2021-07-30,190.62,-0.003432,175982290.20000002,5.81,2020-12-31,2021-01-26,32.80895008605852,7.43,7.45,33.0,2021-07-15,25.655450874831764
15579,TXN,2021-08-31,190.91,0.001521,176250021.1,5.81,2020-12-31,2021-01-26,32.85886402753873,7.88,7.89,30.0,2021-08-19,24.227157360406093
15579,TXN,2021-09-30,192.21001,0.00681,177489606.38415,5.81,2020-12-31,2021-01-26,33.082617900172124,7.88,7.88,31.0,2021-09-16,24.392133248730968
15579,TXN,2021-10-29,187.48,-0.018626,173142654.48,5.81,2020-12-31,2021-01-26,32.26850258175559,7.89,7.88,31.0,2021-10-14,23.7617237008872
15579,TXN,2021-11-30,192.37,0.026083,177658696.62,5.81,2020-12-31,2021-01-26,33.110154905335634,7.94,7.94,28.0,2021-11-18,24.227959697732995
15579,TXN,2021-12-31,188.47,-0.020273,174146280.0,5.81,2020-12-31,2021-01-26,32.438898450946645,7.93,7.94,28.0,2021-12-16,23.76670870113493
15579,TXN,2022-01-31,179.49001,-0.041545,165767460.26547,8.26,2021-12-31,2022-01-25,21.730025423728815,7.93,7.94,28.0,2022-01-20,22.634301387137455
15579,TXN,2022-02-28,169.99001,-0.052928,156993763.76547,8.26,2021-12-31,2022-01-25,20.579904358353513,9.11,9.15,30.0,2022-02-17,18.659715697036226
15579,TXN,2022-03-31,183.48,0.079358,169168560.0,8.26,2021-12-31,2022-01-25,22.213075060532688,9.11,9.15,30.0,2022-03-17,20.140504939626783
15579,TXN,2022-04-29,170.25,-0.072106,156993313.5,8.26,2021-12-31,2022-01-25,20.61138014527845,9.1,9.15,31.0,2022-04-14,18.708791208791208
15579,TXN,2022-05-31,176.75999,0.044993,162996396.61866,8.26,2021-12-31,2022-01-25,21.399514527845035,8.9,8.84,29.0,2022-05-19,19.86067303370786
15579,TXN,2022-06-30,153.64999,-0.130742,140589740.85,8.26,2021-12-31,2022-01-25,18.601693704600486,8.9,8.84,29.0,2022-06-16,17.264043820224718
15579,TXN,2022-07-29,178.89,0.171754,163453045.23,8.26,2021-12-31,2022-01-25,21.65738498789346,8.92,8.84,31.0,2022-07-14,20.054932735426007
15579,TXN,2022-08-31,165.21001,-0.076472,150953542.60707,8.26,2021-12-31,2022-01-25,20.00121186440678,9.46,9.41,32.0,2022-08-18,17.464060253699788
15579,TXN,2022-09-30,154.78,-0.063132,140849800.0,8.26,2021-12-31,2022-01-25,18.73849878934625,9.46,9.4,31.0,2022-09-15,16.3615221987315
15579,TXN,2022-10-31,160.63,0.045807,145783290.35999998,8.26,2021-12-31,2022-01-25,19.446731234866828,9.45,9.4,32.0,2022-10-20,16.9978835978836
15579,TXN,2022-11-30,180.46001,0.123451,163780452.19572002,8.26,2021-12-31,2022-01-25,21.8474588377724,9.27,9.26,29.0,2022-11-17,19.467099244875946
15579,TXN,2022-12-30,165.22,-0.084451,149689320.0,8.26,2021-12-31,2022-01-25,20.002421307506054,9.27,9.26,30.0,2022-12-15,17.823085221143476
15579,TXN,2023-01-31,177.21001,0.080075,160588774.32206002,9.41,2022-12-31,2023-01-24,18.832094580233793,9.27,9.25,30.0,2023-01-19,19.116505933117587
15579,TXN,2023-02-28,171.45,-0.032504,155369018.7,9.41,2022-12-31,2023-01-24,18.219978746014878,7.59,7.55,30.0,2023-02-16,22.58893280632411
15579,TXN,2023-03-31,186.00999,0.084923,168897070.92,9.41,2022-12-31,2023-01-24,19.767267800212537,7.61,7.56,31.0,2023-03-16,24.442837056504597
15579,TXN,2023-04-28,167.2,-0.101124,151759748.79999998,9.41,2022-12-31,2023-01-24,17.768331562167905,7.63,7.58,31.0,2023-04-20,21.913499344692003
15579,TXN,2023-05-31,173.88,0.047369,157822877.52,9.41,2022-12-31,2023-01-24,18.478214665249734,7.45,7.44,29.0,2023-05-18,23.33959731543624
15579,TXN,2023-06-30,180.02,0.035312,163458160.0,9.41,2022-12-31,2023-01-24,19.130712008501593,7.45,7.44,29.0,2023-06-15,24.163758389261744
15579,TXN,2023-07-31,180.0,0.006777,163433880.0,9.41,2022-12-31,2023-01-24,19.128586609989373,7.42,7.35,32.0,2023-07-20,24.258760107816713
15579,TXN,2023-08-31,168.06,-0.066333,152592765.96,9.41,2022-12-31,2023-01-24,17.85972369819341,7.34,7.31,29.0,2023-08-17,22.896457765667577
15579,TXN,2023-09-29,159.00999,-0.05385,144413508.95795998,9.41,2022-12-31,2023-01-24,16.897979808714133,7.34,7.31,29.0,2023-09-14,21.663486376021797
15579,TXN,2023-10-31,142.00999,-0.098736,128974040.95796,9.41,2022-12-31,2023-01-24,15.091391073326248,7.33,7.3,30.0,2023-10-19,19.373804911323326
15579,TXN,2023-11-30,152.71001,0.075347,138691841.92204002,9.41,2022-12-31,2023-01-24,16.22848140276302,7.05,7.04,29.0,2023-11-16,21.660994326241138
15579,TXN,2023-12-29,170.46001,0.116233,154948149.09,9.41,2022-12-31,2023-01-24,18.114772582359194,7.04,7.04,30.0,2023-12-14,24.21306960227273
18729,CL,2003-02-28,50.31,-0.011786,27080011.53,1.095,2002-12-31,2003-02-04,45.945205479452056,1.22,1.22,12.0,2003-02-20,41.23770491803279
18729,CL,2003-03-31,54.44,0.082091,29264603.08,1.095,2002-12-31,2003-02-04,49.71689497716895,1.22,1.22,12.0,2003-03-20,44.62295081967213
18729,CL,2003-04-30,57.17,0.054556,30732133.69,1.095,2002-12-31,2003-02-04,52.21004566210046,1.22,1.22,12.0,2003-04-17,46.86065573770492
18729,CL,2003-05-30,59.62,0.042855,32077646.7,1.095,2002-12-31,2003-02-04,54.44748858447488,1.23,1.23,13.0,2003-05-15,48.47154471544715
18729,CL,2003-06-30,57.95,-0.028011,31179128.25,1.095,2002-12-31,2003-02-04,52.92237442922375,1.23,1.23,14.0,2003-06-19,47.113821138211385
18729,CL,2003-07-31,54.6,-0.053667,29376711.0,1.095,2002-12-31,2003-02-04,49.86301369863014,1.23,1.23,14.0,2003-07-17,44.390243902439025
18729,CL,2003-08-29,55.28,0.012454,29741579.76,1.095,2002-12-31,2003-02-04,50.48401826484019,1.23,1.23,14.0,2003-08-14,44.94308943089431
18729,CL,2003-09-30,55.89,0.011035,30069770.13,1.095,2002-12-31,2003-02-04,51.04109589041096,1.23,1.23,15.0,2003-09-18,45.4390243902439
18729,CL,2003-10-31,53.19,-0.044015,28617124.23,1.095,2002-12-31,2003-02-04,48.57534246575342,1.23,1.23,16.0,2003-10-16,43.24390243902439
18729,CL,2003-11-28,52.5,-0.012972,28205100.0,1.095,2002-12-31,2003-02-04,47.945205479452056,1.23,1.23,17.0,2003-11-20,42.6829268292683
18729,CL,2003-12-31,50.05,-0.046667,26888862.0,1.095,2002-12-31,2003-02-04,45.70776255707762,1.23,1.23,18.0,2003-12-18,40.6910569105691
18729,CL,2004-01-30,51.27,0.029171,27544294.8,1.095,2002-12-31,2003-02-04,46.82191780821918,1.22,1.23,18.0,2004-01-15,42.02459016393443
18729,CL,2004-02-27,55.45,0.081529,29789958.0,1.23,2003-12-31,2004-02-03,45.081300813008134,1.31,1.31,18.0,2004-02-19,42.32824427480916
18729,CL,2004-03-31,55.1,-0.006312,29346811.0,1.23,2003-12-31,2004-02-03,44.796747967479675,1.31,1.31,18.0,2004-03-18,42.06106870229008
18729,CL,2004-04-30,57.88,0.05481,30844425.64,1.23,2003-12-31,2004-02-03,47.056910569105696,1.31,1.31,18.0,2004-04-15,44.18320610687023
18729,CL,2004-05-28,57.2,-0.011748,30435433.6,1.23,2003-12-31,2004-02-03,46.50406504065041,1.31,1.31,18.0,2004-05-20,43.66412213740458
18729,CL,2004-06-30,58.45,0.021853,31100543.6,1.23,2003-12-31,2004-02-03,47.520325203252035,1.31,1.31,18.0,2004-06-17,44.61832061068702
18729,CL,2004-07-30,53.2,-0.085714,28307081.6,1.23,2003-12-31,2004-02-03,43.25203252032521,1.31,1.31,18.0,2004-07-15,40.61068702290076
18729,CL,2004-08-31,54.0,0.015038,28677132.0,1.23,2003-12-31,2004-02-03,43.90243902439025,1.3,1.3,18.0,2004-08-19,41.53846153846154
18729,CL,2004-09-30,45.18,-0.163333,23993200.44,1.23,2003-12-31,2004-02-03,36.73170731707317,1.3,1.3,18.0,2004-09-16,34.753846153846155
18729,CL,2004-10-29,44.62,-0.007083,23695807.959999997,1.23,2003-12-31,2004-02-03,36.27642276422764,1.21,1.21,17.0,2004-10-14,36.87603305785124
18729,CL,2004-11-30,45.99,0.030704,24387807.150000002,1.23,2003-12-31,2004-02-03,37.390243902439025,1.21,1.21,18.0,2004-11-18,38.00826446280992
18729,CL,2004-12-31,51.16,0.112416,27129380.599999998,1.23,2003-12-31,2004-02-03,41.59349593495935,1.21,1.21,19.0,2004-12-16,42.280991735537185
18729,CL,2005-01-31,52.54,0.031665,27861173.9,1.21,2004-12-31,2005-01-27,43.421487603305785,1.21,1.21,17.0,2005-01-20,43.421487603305785
18729,CL,2005-02-28,52.92,0.007233,27794377.8,1.21,2004-12-31,2005-01-27,43.735537190082646,1.32,1.31,17.0,2005-02-17,40.09090909090909
18729,CL,2005-03-31,52.17,-0.014172,27400466.55,1.21,2004-12-31,2005-01-27,43.11570247933884,1.32,1.31,19.0,2005-03-17,39.52272727272727
18729,CL,2005-04-29,49.79,-0.040061,26150454.849999998,1.21,2004-12-31,2005-01-27,41.14876033057851,1.32,1.31,19.0,2005-04-14,37.71969696969697
18729,CL,2005-05-31,49.97,0.003615,26143204.66,1.21,2004-12-31,2005-01-27,41.29752066115702,1.31,1.31,18.0,2005-05-19,38.14503816793893
18729,CL,2005-06-30,49.91,-0.001201,26111813.979999997,1.21,2004-12-31,2005-01-27,41.24793388429752,1.31,1.31,18.0,2005-06-16,38.09923664122137
18729,CL,2005-07-29,52.94,0.06652,27697043.32,1.21,2004-12-31,2005-01-27,43.752066115702476,1.31,1.31,18.0,2005-07-14,40.412213740458014
18729,CL,2005-08-31,52.5,-0.008311,27269865.0,1.21,2004-12-31,2005-01-27,43.388429752066116,1.32,1.31,19.0,2005-08-18,39.77272727272727
18729,CL,2005-09-30,52.79,0.005524,27420498.54,1.21,2004-12-31,2005-01-27,43.62809917355372,1.32,1.31,20.0,2005-09-15,39.99242424242424
18729,CL,2005-10-31,52.96,0.008714,27508800.96,1.21,2004-12-31,2005-01-27,43.768595041322314,1.32,1.31,19.0,2005-10-20,40.12121212121212
18729,CL,2005-11-30,54.52,0.029456,28244358.6,1.21,2004-12-31,2005-01-27,45.057851239669425,1.32,1.31,18.0,2005-11-17,41.303030303030305
18729,CL,2005-12-30,54.85,0.006053,28415316.75,1.21,2004-12-31,2005-01-27,45.3305785123967,1.32,1.31,16.0,2005-12-15,41.553030303030305
18729,CL,2006-01-31,54.89,0.006016,28436038.95,1.32,2005-12-31,2006-01-25,41.58333333333333,1.32,1.31,17.0,2006-01-19,41.58333333333333
18729,CL,2006-02-28,54.48,-0.007469,28076594.88,1.32,2005-12-31,2006-01-25,41.272727272727266,1.43,1.42,19.0,2006-02-16,38.0979020979021
18729,CL,2006-03-31,57.1,0.048091,29406500.0,1.32,2005-12-31,2006-01-25,43.25757575757576,1.43,1.42,19.0,2006-03-16,39.93006993006993
18729,CL,2006-04-28,59.12,0.040981,30442306.88,1.32,2005-12-31,2006-01-25,44.78787878787878,1.43,1.43,20.0,2006-04-20,41.34265734265734
18729,CL,2006-05-31,60.34,0.020636,31055006.78,1.32,2005-12-31,2006-01-25,45.71212121212121,1.44,1.44,20.0,2006-05-18,41.90277777777778
18729,CL,2006-06-30,59.9,-0.007292,30828553.3,1.32,2005-12-31,2006-01-25,45.378787878787875,1.44,1.44,19.0,2006-06-15,41.59722222222222
18729,CL,2006-07-31,59.32,-0.004341,30634034.4,1.32,2005-12-31,2006-01-25,44.93939393939394,1.44,1.44,19.0,2006-07-20,41.19444444444444
18729,CL,2006-08-31,59.86,0.009103,30912901.2,1.32,2005-12-31,2006-01-25,45.348484848484844,1.44,1.44,19.0,2006-08-17,41.56944444444444
18729,CL,2006-09-29,62.1,0.037421,32069682.0,1.32,2005-12-31,2006-01-25,47.04545454545455,1.44,1.44,19.0,2006-09-14,43.125
18729,CL,2006-10-31,63.97,0.035266,32901050.4,1.32,2005-12-31,2006-01-25,48.46212121212121,1.44,1.44,20.0,2006-10-19,44.423611111111114
18729,CL,2006-11-30,65.05,0.016883,33456516.0,1.32,2005-12-31,2006-01-25,49.280303030303024,1.45,1.45,20.0,2006-11-16,44.86206896551724
18729,CL,2006-12-29,65.24,0.002921,33554236.799999997,1.32,2005-12-31,2006-01-25,49.424242424242415,1.45,1.45,20.0,2006-12-14,44.99310344827586
18729,CL,2007-01-31,68.3,0.051809,35128056.0,1.455,2006-12-31,2007-01-30,46.94158075601374,1.45,1.45,19.0,2007-01-18,47.10344827586207
18729,CL,2007-02-28,67.41,-0.013031,34609237.739999995,1.455,2006-12-31,2007-01-30,46.329896907216494,1.65,1.64,19.0,2007-02-15,40.85454545454545
18729,CL,2007-03-30,66.79,-0.009197,34290921.06,1.455,2006-12-31,2007-01-30,45.90378006872852,1.66,1.65,19.0,2007-03-15,40.23493975903615
18729,CL,2007-04-30,67.74,0.019614,34648468.08,1.455,2006-12-31,2007-01-30,46.556701030927826,1.66,1.65,18.0,2007-04-19,40.80722891566265
18729,CL,2007-05-31,66.96,-0.011515,34249504.32,1.455,2006-12-31,2007-01-30,46.020618556701024,1.66,1.66,19.0,2007-05-17,40.33734939759036
18729,CL,2007-06-29,64.85,-0.031511,33170256.199999996,1.455,2006-12-31,2007-01-30,44.57044673539518,1.66,1.66,19.0,2007-06-14,39.066265060240966
18729,CL,2007-07-31,66.0,0.023285,33656436.0,1.455,2006-12-31,2007-01-30,45.360824742268036,1.67,1.67,19.0,2007-07-19,39.52095808383234
18729,CL,2007-08-31,66.32,0.004848,33819618.72,1.455,2006-12-31,2007-01-30,45.5807560137457,1.67,1.67,16.0,2007-08-16,39.7125748502994
18729,CL,2007-09-28,71.32,0.075392,36369348.72,1.455,2006-12-31,2007-01-30,49.01718213058419,1.67,1.67,17.0,2007-09-20,42.706586826347305
18729,CL,2007-10-31,76.27,0.074453,38879547.739999995,1.455,2006-12-31,2007-01-30,52.41924398625429,1.67,1.67,17.0,2007-10-18,45.67065868263473
18729,CL,2007-11-30,80.08,0.049954,40821740.96,1.455,2006-12-31,2007-01-30,55.03780068728522,1.68,1.68,18.0,2007-11-15,47.666666666666664
18729,CL,2007-12-31,77.96,-0.026474,39741045.519999996,1.455,2006-12-31,2007-01-30,53.5807560137457,1.68,1.68,18.0,2007-12-20,46.404761904761905
18729,CL,2008-01-31,76.5,-0.01411,38996793.0,1.69,2007-12-31,2008-01-31,45.26627218934912,1.68,1.68,18.0,2008-01-17,45.535714285714285
18729,CL,2008-02-29,76.09,-0.00536,38792279.89,1.69,2007-12-31,2008-01-31,45.023668639053255,1.91,1.91,17.0,2008-02-14,39.83769633507854
18729,CL,2008-03-31,77.91,0.023919,39613651.14,1.69,2007-12-31,2008-01-31,46.10059171597633,1.91,1.91,17.0,2008-03-20,40.79057591623037
18729,CL,2008-04-30,70.7,-0.087409,35902096.300000004,1.69,2007-12-31,2008-01-31,41.83431952662722,1.92,1.92,16.0,2008-04-17,36.82291666666667
18729,CL,2008-05-30,74.36,0.051768,37760677.24,1.69,2007-12-31,2008-01-31,44.0,1.92,1.92,16.0,2008-05-15,38.729166666666664
18729,CL,2008-06-30,69.1,-0.070737,35089601.9,1.69,2007-12-31,2008-01-31,40.88757396449704,1.92,1.92,17.0,2008-06-19,35.98958333333333
18729,CL,2008-07-31,74.27,0.080608,37560715.64,1.69,2007-12-31,2008-01-31,43.946745562130175,1.92,1.92,17.0,2008-07-17,38.682291666666664
18729,CL,2008-08-29,76.03,0.023697,38450803.96,1.69,2007-12-31,2008-01-31,44.98816568047337,1.95,1.95,17.0,2008-08-14,38.98974358974359
18729,CL,2008-09-30,75.35,-0.008944,38106906.199999996,1.69,2007-12-31,2008-01-31,44.585798816568044,1.95,1.95,16.0,2008-09-18,38.64102564102564
18729,CL,2008-10-31,62.76,-0.161778,31675913.4,1.69,2007-12-31,2008-01-31,37.13609467455621,1.94,1.94,16.0,2008-10-16,32.350515463917525
18729,CL,2008-11-28,65.07,0.036807,32841805.049999997,1.69,2007-12-31,2008-01-31,38.50295857988166,1.93,1.93,17.0,2008-11-20,33.71502590673575
18729,CL,2008-12-31,68.54,0.053327,34593166.1,1.69,2007-12-31,2008-01-31,40.55621301775148,1.93,1.93,17.0,2008-12-18,35.51295336787565
18729,CL,2009-01-30,65.04,-0.045229,32826663.6,1.935,2008-12-31,2009-01-29,33.6124031007752,1.93,1.93,16.0,2009-01-15,33.69948186528498
18729,CL,2009-02-27,60.18,-0.074723,30373748.7,1.935,2008-12-31,2009-01-29,31.100775193798448,2.12,2.13,15.0,2009-02-19,28.386792452830186
18729,CL,2009-03-31,58.98,-0.01994,29506986.24,1.935,2008-12-31,2009-01-29,30.480620155038757,2.11,2.11,15.0,2009-03-19,27.95260663507109
18729,CL,2009-04-30,59.0,0.007799,29474335.0,1.935,2008-12-31,2009-01-29,30.49095607235142,2.11,2.11,16.0,2009-04-16,27.962085308056874
18729,CL,2009-05-29,65.95,0.117797,32946311.75,1.935,2008-12-31,2009-01-29,34.082687338501295,2.1,2.11,17.0,2009-05-14,31.404761904761905
18729,CL,2009-06-30,70.74,0.072631,35339228.099999994,1.935,2008-12-31,2009-01-29,36.558139534883715,2.11,2.11,16.0,2009-06-18,33.5260663507109
18729,CL,2009-07-31,72.44,0.030252,36106051.879999995,1.935,2008-12-31,2009-01-29,37.43669250645995,2.13,2.12,16.0,2009-07-16,34.009389671361504
18729,CL,2009-08-31,72.7,0.003589,36235642.9,1.935,2008-12-31,2009-01-29,37.571059431524546,2.14,2.14,16.0,2009-08-20,33.97196261682243
18729,CL,2009-09-30,76.28,0.049244,38020011.56,1.935,2008-12-31,2009-01-29,39.42118863049095,2.14,2.13,16.0,2009-09-17,35.64485981308411
18729,CL,2009-10-30,78.63,0.036576,39094128.33,1.935,2008-12-31,2009-01-29,40.63565891472868,2.14,2.13,17.0,2009-10-15,36.742990654205606
18729,CL,2009-11-30,84.19,0.070711,41858510.29,1.935,2008-12-31,2009-01-29,43.50904392764858,2.16,2.17,17.0,2009-11-19,38.97685185185185
18729,CL,2009-12-31,82.15,-0.024231,40844240.650000006,1.935,2008-12-31,2009-01-29,42.45478036175711,2.17,2.17,17.0,2009-12-17,37.85714285714286
18729,CL,2010-01-29,80.03,-0.02045,39790195.730000004,2.185,2009-12-31,2010-01-28,36.62700228832952,2.17,2.17,17.0,2010-01-14,36.88018433179724
18729,CL,2010-02-26,82.94,0.036361,40951376.18,2.185,2009-12-31,2010-01-28,37.95881006864988,2.43,2.43,19.0,2010-02-18,34.13168724279835
18729,CL,2010-03-31,85.26,0.027972,41966421.42,2.185,2009-12-31,2010-01-28,39.02059496567506,2.43,2.44,19.0,2010-03-18,35.08641975308642
18729,CL,2010-04-30,84.1,-0.007389,41247097.3,2.185,2009-12-31,2010-01-28,38.48970251716247,2.42,2.42,20.0,2010-04-15,34.752066115702476
18729,CL,2010-05-28,78.09,-0.071463,38299474.77,2.185,2009-12-31,2010-01-28,35.73913043478261,2.44,2.44,14.0,2010-05-20,32.00409836065574
18729,CL,2010-06-30,78.76,0.00858,38628078.28,2.185,2009-12-31,2010-01-28,36.045766590389015,2.43,2.43,15.0,2010-06-17,32.41152263374486
18729,CL,2010-07-30,78.98,0.009523,38384201.02,2.185,2009-12-31,2010-01-28,36.14645308924485,2.43,2.42,15.0,2010-07-15,32.50205761316872
18729,CL,2010-08-31,73.84,-0.06508,35886166.160000004,2.185,2009-12-31,2010-01-28,33.79405034324943,2.41,2.4,15.0,2010-08-19,30.639004149377595
18729,CL,2010-09-30,76.86,0.040899,37353883.14,2.185,2009-12-31,2010-01-28,35.17620137299771,2.4,2.4,15.0,2010-09-16,32.025
18729,CL,2010-10-29,77.12,0.010279,37224590.080000006,2.185,2009-12-31,2010-01-28,35.29519450800915,2.4,2.4,15.0,2010-10-14,32.13333333333334
18729,CL,2010-11-30,76.55,-0.007391,36949460.199999996,2.185,2009-12-31,2010-01-28,35.03432494279176,2.41,2.41,15.0,2010-11-18,31.76348547717842
18729,CL,2010-12-31,80.37,0.049902,38793313.080000006,2.185,2009-12-31,2010-01-28,36.78260869565217,2.41,2.41,15.0,2010-12-16,33.34854771784232
18729,CL,2011-01-31,76.77,-0.038198,37055650.68,2.415,2010-12-31,2011-01-27,31.788819875776394,2.41,2.41,17.0,2011-01-20,31.854771784232362
18729,CL,2011-02-28,78.52,0.022795,38778750.919999994,2.415,2010-12-31,2011-01-27,32.51345755693582,2.53,2.52,25.0,2011-02-17,31.035573122529645
18729,CL,2011-03-31,80.76,0.028528,39609388.080000006,2.415,2010-12-31,2011-01-27,33.440993788819874,2.53,2.52,25.0,2011-03-17,31.920948616600796
18729,CL,2011-04-29,84.35,0.051634,41238208.9,2.415,2010-12-31,2011-01-27,34.927536231884055,2.53,2.52,25.0,2011-04-14,33.3399209486166
18729,CL,2011-05-31,87.53,0.0377,42792891.82,2.415,2010-12-31,2011-01-27,36.24430641821946,2.53,2.53,25.0,2011-05-19,34.59683794466403
18729,CL,2011-06-30,87.41,-0.001371,42734224.54,2.415,2010-12-31,2011-01-27,36.19461697722567,2.53,2.53,24.0,2011-06-16,34.54940711462451
18729,CL,2011-07-29,84.38,-0.028029,41050532.48,2.415,2010-12-31,2011-01-27,34.939958592132506,2.53,2.53,24.0,2011-07-14,33.351778656126484
